Ensembl_geneID,D14_CHD8_1,D14_CHD8_3,D14_CHD8_4,D14_H9_1,D14_H9_2,D14_H9_5,D21_CHD8_4,D21_CHD8_5,D21_CHD8_6,D21_H9_4,D21_H9_5,D21_H9_6,D7_CHD8_2,D7_CHD8_3,D7_CHD8_5,D7_H9_3,D7_H9_4,D7_H9_5
ENSG00000232526,47,80,24,0,89,42,28,16,16,54,5,2,34,72,61,49,62,94
ENSG00000057935,87,22,86,79,21,68,78,36,2,22,41,36,74,48,61,99,59,48
ENSG00000200550,50,84,7,39,0,6,51,49,25,15,24,47,11,58,43,89,3,98
ENSG00000162881,15,61,31,23,78,58,45,74,43,61,85,10,23,2,94,62,24,4
ENSG00000162882,94,77,6,32,63,87,96,11,7,63,32,3,73,53,77,58,69,79
ENSG00000232202,93,35,55,14,42,27,78,28,66,0,18,26,88,30,68,88,4,30
ENSG00000224739,16,9,40,35,47,8,40,32,14,82,19,2,19,23,39,66,77,81
ENSG00000115970,56,50,64,1,76,83,14,19,56,87,75,83,48,86,14,89,3,42
ENSG00000152518,39,32,74,86,9,27,3,82,73,30,50,34,42,43,25,23,7,97
ENSG00000234936,20,32,30,13,85,1,40,83,86,99,2,39,60,43,90,13,88,75
ENSG00000152527,74,61,28,38,84,8,40,81,29,51,93,76,20,76,11,88,3,88
ENSG00000223658,47,73,21,86,0,71,98,72,21,86,66,21,70,6,68,10,36,65
ENSG00000138036,61,41,14,22,58,18,86,52,71,76,14,33,36,61,49,74,65,29
ENSG00000138095,50,0,30,78,73,48,81,17,80,35,31,94,52,81,35,71,25,25
ENSG00000138032,57,70,63,83,98,20,8,69,85,98,73,54,55,97,89,16,30,97
ENSG00000226972,84,1,38,63,48,29,95,99,98,16,4,90,59,55,82,58,46,9
ENSG00000138079,97,91,3,27,49,8,54,7,70,31,20,59,40,67,16,43,69,31
ENSG00000138078,50,92,5,96,98,31,96,9,83,58,56,47,61,42,93,15,81,21
ENSG00000143919,49,1,41,13,64,16,61,57,81,68,57,26,46,57,11,73,2,84
ENSG00000259439,6,55,47,3,30,13,65,86,93,20,25,87,5,43,82,14,42,78
ENSG00000236502,83,63,71,23,30,75,54,15,39,8,86,81,25,100,93,17,59,56
ENSG00000138083,80,66,1,52,56,92,38,87,84,5,71,82,39,4,18,58,96,49
ENSG00000225156,74,3,8,39,44,66,41,29,69,17,65,32,75,92,46,19,63,35
ENSG00000231848,36,99,96,7,70,83,74,1,99,32,3,63,4,31,68,74,99,27
ENSG00000170577,85,56,45,79,65,10,89,43,62,41,4,90,8,45,4,54,0,71
ENSG00000068784,67,24,97,79,91,43,55,45,41,47,30,82,37,81,50,93,25,82
ENSG00000171132,58,73,55,10,98,63,5,99,2,54,90,22,84,73,80,25,46,34
ENSG00000116016,57,56,91,78,91,67,13,13,76,70,44,93,78,61,83,91,100,12
ENSG00000250565,18,53,12,53,56,0,60,49,0,11,84,20,6,4,77,36,8,70
ENSG00000119729,0,67,46,49,30,92,50,35,48,40,82,7,21,11,94,91,39,50
ENSG00000250116,78,86,74,55,99,42,84,17,33,0,5,10,84,41,43,9,74,63
ENSG00000151665,72,53,28,85,44,89,49,87,88,25,9,87,40,76,51,56,100,96
ENSG00000119878,89,37,47,45,26,44,84,79,88,96,26,100,5,38,40,96,36,29
ENSG00000171150,57,36,9,5,12,3,5,74,17,19,55,50,62,23,96,63,38,85
ENSG00000228925,25,45,72,33,47,66,99,73,49,61,23,27,19,94,31,83,15,6
ENSG00000180398,37,13,33,35,2,4,59,15,30,37,46,96,17,24,23,10,43,1
ENSG00000068724,65,33,48,45,97,73,60,50,40,60,25,33,51,17,84,29,72,81
ENSG00000143933,26,66,61,72,49,76,69,69,99,33,58,42,26,25,22,15,27,13
ENSG00000234690,69,86,8,89,97,28,42,90,71,87,94,91,41,21,34,53,78,20
ENSG00000236824,6,84,44,79,57,43,84,34,87,6,82,40,98,78,57,66,52,68
ENSG00000119888,74,83,88,72,4,26,52,67,6,11,55,98,25,6,60,77,66,47
ENSG00000095002,15,56,82,53,76,34,27,65,59,37,63,37,3,99,68,95,20,27
ENSG00000236558,87,44,92,95,14,83,62,50,97,1,29,54,33,16,33,21,93,70
ENSG00000184261,72,11,8,86,5,76,33,53,68,96,58,96,74,78,40,19,98,47
ENSG00000235760,85,93,27,94,38,31,93,86,92,29,74,12,44,74,55,18,45,12
ENSG00000230979,22,37,89,35,43,12,36,12,78,91,89,38,89,35,31,67,78,19
ENSG00000116062,35,45,72,25,85,79,51,32,68,45,42,98,88,29,59,13,9,51
ENSG00000138081,95,36,51,77,97,25,54,30,46,49,57,93,91,57,38,62,76,77
ENSG00000233230,34,61,8,2,58,12,8,22,66,91,23,26,51,89,40,58,43,49
ENSG00000170802,58,2,72,49,87,74,37,40,70,39,19,84,1,59,66,59,79,43
ENSG00000162869,79,74,43,60,47,73,38,86,43,64,93,76,27,41,29,34,43,17
ENSG00000243244,56,99,27,10,17,13,89,6,88,94,4,78,48,47,52,71,56,56
ENSG00000138039,60,30,61,38,91,80,67,43,16,73,37,43,6,70,67,69,93,67
ENSG00000170820,17,31,9,65,1,60,79,93,78,29,44,20,96,87,35,46,25,14
ENSG00000179915,81,41,47,44,7,52,53,73,7,31,16,11,65,34,89,61,73,65
ENSG00000238165,40,81,48,15,68,31,66,94,81,19,0,77,62,91,3,67,72,83
ENSG00000204993,53,67,0,22,69,64,98,4,43,1,96,5,13,28,45,81,91,92
ENSG00000115239,62,84,86,100,45,75,25,96,68,73,89,30,99,9,59,80,78,56
ENSG00000143942,61,82,87,20,15,32,34,47,4,7,21,99,7,98,50,80,13,32
ENSG00000068912,23,66,92,47,2,63,7,65,17,37,38,14,34,8,93,56,61,93
ENSG00000265452,40,4,18,85,12,82,80,75,62,88,11,16,69,53,63,92,61,46
ENSG00000119737,82,48,49,18,71,96,41,49,57,4,45,72,12,18,77,92,0,69
ENSG00000068878,85,1,68,65,3,0,47,94,44,94,99,7,55,87,84,7,35,28
ENSG00000170634,7,76,95,100,7,40,100,13,3,79,75,1,50,61,4,49,95,10
ENSG00000272156,22,56,88,100,58,21,38,89,95,29,36,99,26,84,22,57,54,34
ENSG00000115306,4,50,16,40,73,85,86,80,44,86,55,89,40,38,60,21,38,67
ENSG00000238018,71,80,30,15,84,100,78,94,100,60,90,90,89,90,49,0,23,63
ENSG00000214595,43,36,20,56,56,36,51,48,86,32,54,2,59,65,88,23,98,92
ENSG00000115310,55,19,57,24,92,8,4,75,94,87,46,71,27,70,95,57,36,61
ENSG00000162994,84,5,28,10,86,23,18,10,8,97,34,43,14,40,35,91,38,51
ENSG00000227799,97,16,100,72,28,54,70,10,95,16,20,11,9,70,80,24,39,38
ENSG00000143947,21,39,23,43,47,35,46,14,51,1,99,38,85,21,96,25,17,90
ENSG00000085760,92,43,58,100,60,99,12,99,18,54,33,84,46,37,71,59,61,22
ENSG00000162997,68,29,79,73,55,64,70,18,55,85,16,99,57,88,63,30,83,55
ENSG00000115355,71,25,0,39,46,16,93,93,32,35,78,49,94,90,51,31,95,96
ENSG00000240401,80,52,70,84,65,97,50,35,43,53,95,93,75,20,46,24,96,97
ENSG00000233594,6,43,60,24,92,31,42,90,57,86,98,88,7,13,85,4,9,58
ENSG00000163001,54,86,0,61,48,74,58,71,83,70,20,63,52,47,20,38,49,35
ENSG00000138041,22,54,68,72,75,87,44,1,34,85,50,14,13,73,82,24,9,7
ENSG00000138035,68,22,4,50,73,80,41,75,49,85,56,54,66,54,12,35,40,31
ENSG00000115380,5,41,44,2,91,95,39,18,61,93,20,89,70,91,15,90,39,47
ENSG00000272180,20,69,9,53,12,27,56,7,61,20,22,46,61,82,28,31,77,91
ENSG00000226702,67,87,62,66,9,8,20,55,56,58,84,66,9,97,11,71,92,25
ENSG00000233251,31,35,60,75,49,36,46,16,68,18,86,23,64,37,13,92,4,86
ENSG00000028116,40,34,0,47,96,32,61,3,75,43,80,90,90,50,80,3,84,11
ENSG00000115392,19,67,6,95,86,41,95,89,39,86,93,86,23,57,13,61,60,97
ENSG00000233426,73,53,12,31,41,20,25,61,78,23,79,51,48,10,26,79,65,71
ENSG00000233723,13,9,45,62,64,33,31,71,64,37,13,7,10,26,82,67,38,94
ENSG00000231043,37,61,68,76,84,29,77,72,9,44,33,99,93,54,70,11,49,4
ENSG00000119866,54,59,28,5,21,13,90,90,41,88,24,28,40,71,24,88,27,47
ENSG00000271134,47,86,36,32,18,51,33,48,60,71,66,30,54,60,68,68,87,88
ENSG00000271707,98,75,37,86,14,69,66,47,22,28,23,14,31,70,32,43,32,25
ENSG00000115421,35,67,83,33,25,100,74,15,9,56,45,99,7,26,80,27,56,33
ENSG00000162924,71,14,96,17,27,43,52,41,98,15,61,24,54,10,43,64,14,8
ENSG00000237522,3,19,86,72,2,11,20,67,10,24,60,2,54,36,13,76,80,94
ENSG00000232713,95,47,17,13,51,89,33,40,75,57,65,26,7,93,58,40,88,66
ENSG00000162927,84,99,24,94,33,82,83,93,44,91,24,15,43,15,45,47,58,52
ENSG00000162928,29,28,59,58,72,64,49,75,88,59,85,9,41,53,50,93,35,11
ENSG00000162929,7,58,37,13,72,35,96,25,55,34,27,47,56,12,97,95,28,68
ENSG00000212978,78,94,17,48,30,23,51,76,33,27,0,79,97,19,71,11,88,38
ENSG00000173209,22,58,42,85,34,46,66,93,53,50,89,89,46,22,100,32,90,38
ENSG00000115464,38,19,38,89,20,32,42,47,82,74,41,12,6,62,33,4,17,30
ENSG00000273302,86,41,93,30,9,32,88,32,18,83,9,28,54,73,0,33,88,53
ENSG00000270820,46,37,19,88,69,6,38,85,47,59,69,72,9,32,61,72,26,20
ENSG00000082898,27,77,91,16,81,44,58,11,20,58,36,22,10,87,90,98,4,50
ENSG00000213486,27,72,66,60,67,17,14,9,37,52,0,83,68,24,74,61,71,85
ENSG00000227361,7,8,84,94,53,35,65,84,25,65,16,49,84,81,45,54,83,32
ENSG00000170264,29,41,24,72,4,21,17,52,99,33,89,21,54,3,40,82,84,45
ENSG00000115484,83,63,67,79,98,19,78,30,49,0,85,26,30,2,89,78,4,3
ENSG00000236498,55,33,76,100,49,62,83,86,10,0,35,55,34,56,5,77,22,85
ENSG00000173163,74,98,67,79,10,46,90,53,38,72,13,36,87,62,16,70,6,16
ENSG00000170340,87,99,35,29,99,34,74,70,31,100,70,32,2,84,38,15,71,76
ENSG00000186889,26,86,52,62,24,12,45,28,56,69,78,22,76,53,4,65,19,65
ENSG00000229503,7,32,87,41,3,50,55,10,71,11,42,17,85,8,94,65,47,79
ENSG00000115504,83,74,16,44,25,30,55,79,100,37,13,71,85,14,51,78,45,22
ENSG00000231609,8,43,64,91,30,20,88,43,30,44,88,83,16,98,9,74,0,77
ENSG00000115507,7,92,74,22,15,12,1,15,91,15,67,13,66,80,64,93,53,100
ENSG00000143951,47,1,30,66,26,24,64,45,83,68,80,96,41,10,91,52,4,76
ENSG00000014641,51,74,21,90,57,43,38,95,46,8,32,42,4,54,21,79,34,88
ENSG00000228305,6,66,14,87,90,50,36,81,2,5,64,22,87,16,46,37,32,33
ENSG00000228872,68,50,76,12,49,93,61,86,80,71,15,72,85,42,19,27,58,24
ENSG00000169764,1,84,1,42,19,1,55,9,42,47,99,75,54,22,25,6,8,84
ENSG00000251775,96,4,44,17,45,36,12,3,21,94,48,35,5,94,50,85,5,14
ENSG00000143952,73,1,80,26,68,73,33,8,67,15,75,0,89,85,30,86,82,44
ENSG00000197329,34,71,46,50,85,9,55,36,35,78,19,45,34,41,5,35,89,90
ENSG00000225889,98,26,27,13,1,95,61,50,89,47,90,90,12,6,59,42,100,45
ENSG00000270354,83,38,49,16,12,79,98,23,68,34,50,42,86,54,92,92,6,10
ENSG00000119862,58,71,76,45,48,50,6,8,96,10,25,44,4,25,46,59,73,45
ENSG00000260101,26,93,57,35,99,58,85,57,66,26,60,77,13,81,7,96,100,84
ENSG00000119844,86,42,70,5,29,84,45,38,26,66,68,47,51,34,57,26,92,41
ENSG00000179833,89,90,82,64,59,49,27,46,9,26,44,94,66,28,22,47,98,54
ENSG00000227394,89,29,73,32,27,23,7,3,22,91,78,84,26,80,12,11,0,99
ENSG00000115902,95,24,96,85,68,8,75,55,99,10,16,88,47,15,15,38,6,64
ENSG00000011523,56,85,88,12,10,17,90,30,96,39,96,24,97,65,82,15,44,19
ENSG00000138069,57,13,52,78,80,2,38,52,66,89,61,83,94,65,79,100,54,59
ENSG00000172974,84,2,48,69,55,88,64,35,35,24,21,66,2,12,14,43,68,33
ENSG00000138071,57,73,21,28,27,38,64,4,64,74,8,32,92,100,37,100,4,65
ENSG00000198369,55,65,74,21,83,88,20,6,29,23,65,74,64,44,2,39,6,76
ENSG00000214533,89,86,1,99,87,88,65,65,80,29,83,76,1,80,41,44,21,96
ENSG00000143995,55,96,71,67,5,52,25,55,1,59,32,53,47,25,86,97,65,74
ENSG00000236780,58,78,32,57,7,14,19,94,9,62,77,66,98,3,32,22,17,86
ENSG00000143971,61,65,11,16,54,70,86,3,58,19,100,9,47,64,36,74,51,12
ENSG00000197223,32,11,100,76,37,36,48,36,35,67,41,77,86,20,32,65,79,86
ENSG00000243667,74,99,3,75,20,41,96,91,88,24,90,50,24,61,40,60,40,57
ENSG00000115946,88,16,81,39,4,86,14,77,27,56,50,4,59,45,95,72,0,7
ENSG00000221823,93,35,93,66,3,81,92,86,9,60,44,54,6,9,25,48,1,96
ENSG00000273064,54,98,32,64,5,33,84,89,6,0,7,48,2,45,31,55,51,33
ENSG00000119865,88,12,87,67,72,47,81,54,26,67,25,63,13,7,91,20,52,22
ENSG00000204923,6,63,10,31,32,72,15,71,69,42,43,17,94,64,75,17,89,5
ENSG00000169621,17,14,39,68,28,22,92,64,44,0,47,64,87,75,60,84,87,34
ENSG00000169618,60,78,40,100,2,89,45,34,72,92,13,53,10,46,22,37,36,39
ENSG00000163219,46,14,66,71,67,21,20,50,35,89,69,34,35,60,16,96,8,40
ENSG00000169604,40,1,83,31,39,71,32,13,45,60,65,74,95,51,4,98,69,88
ENSG00000198380,56,31,59,75,64,94,45,67,21,41,66,40,79,64,74,18,43,39
ENSG00000169599,80,86,97,29,91,11,84,1,70,88,95,86,8,10,51,58,63,92
ENSG00000188971,13,55,21,59,54,34,1,49,39,92,83,70,1,16,4,42,85,95
ENSG00000115977,29,16,18,91,98,77,55,75,81,79,48,18,65,15,61,88,33,7
ENSG00000196975,64,30,49,92,79,6,100,35,43,36,94,41,83,76,65,36,73,11
ENSG00000087338,88,56,51,15,97,96,21,51,91,33,40,83,16,17,75,85,8,48
ENSG00000124380,81,55,96,5,78,23,64,2,63,64,58,73,46,68,59,0,23,57
ENSG00000059728,21,31,92,22,4,64,70,97,2,3,59,75,55,34,45,43,41,31
ENSG00000238465,75,3,85,11,13,2,88,67,12,63,13,12,33,59,58,13,99,19
ENSG00000244617,9,35,39,31,89,12,44,69,66,45,77,100,48,86,92,77,36,19
ENSG00000179818,97,3,15,43,7,19,67,80,100,21,20,14,99,80,25,57,0,10
ENSG00000169564,49,86,13,76,19,3,78,45,58,42,3,8,67,46,90,65,91,62
ENSG00000231327,86,70,63,44,20,29,15,12,30,58,37,24,36,5,57,37,44,2
ENSG00000115998,17,57,20,25,11,29,53,16,95,77,6,14,61,37,11,56,6,2
ENSG00000116001,66,79,59,65,66,35,7,7,30,99,21,11,86,90,10,44,7,88
ENSG00000231414,73,87,53,52,58,95,38,80,39,43,37,65,72,46,97,83,89,10
ENSG00000116005,30,98,100,56,54,94,51,99,72,50,70,61,53,30,39,29,76,7
ENSG00000143977,71,69,1,37,85,94,47,19,23,56,66,32,42,51,8,80,37,6
ENSG00000035141,91,56,47,16,67,70,70,50,49,26,52,71,6,61,87,65,59,98
ENSG00000163235,32,16,63,58,34,0,70,30,7,10,24,59,96,68,91,49,3,61
ENSG00000075340,31,31,50,85,64,12,5,10,0,21,16,37,12,45,91,92,92,74
ENSG00000152672,86,96,52,92,51,73,56,60,2,7,15,60,24,5,1,90,1,82
ENSG00000116035,72,18,22,28,95,52,18,7,62,79,82,15,52,86,87,43,14,72
ENSG00000116039,42,50,96,32,32,67,52,80,47,75,79,61,28,16,97,92,48,5
ENSG00000144031,35,54,9,91,29,2,89,53,4,47,81,18,16,22,12,41,31,67
ENSG00000144043,8,11,30,26,9,34,81,21,55,91,21,37,12,52,28,70,26,73
ENSG00000124357,82,35,58,78,62,25,25,97,24,13,53,83,0,91,49,78,20,9
ENSG00000124370,52,17,91,7,86,80,55,28,69,86,87,35,43,47,36,81,51,65
ENSG00000124383,66,42,95,39,6,48,40,96,19,22,23,39,69,77,88,22,41,98
ENSG00000233870,28,55,92,59,70,86,8,62,32,12,9,87,56,35,5,96,19,52
ENSG00000124374,1,70,36,55,25,39,38,10,33,53,88,56,9,48,89,12,18,62
ENSG00000075292,35,68,14,95,93,60,39,56,75,62,49,41,56,3,83,83,0,78
ENSG00000135636,54,95,48,91,14,1,97,20,99,13,99,12,52,18,94,64,67,29
ENSG00000233971,22,37,36,54,33,21,51,34,79,4,92,7,4,31,53,35,65,100
ENSG00000003137,4,64,68,65,58,57,87,66,32,38,21,66,58,75,17,41,16,70
ENSG00000144036,50,91,40,64,10,98,23,53,77,7,48,51,29,51,90,34,82,5
ENSG00000116096,68,71,84,72,57,64,60,89,29,15,0,4,63,83,32,55,87,80
ENSG00000135638,10,27,56,59,73,18,52,52,6,11,35,27,41,72,92,12,85,10
ENSG00000144040,34,87,57,47,42,76,12,12,55,52,54,43,78,30,79,44,75,93
ENSG00000135631,49,66,48,80,2,89,84,95,49,80,0,49,4,87,97,65,75,53
ENSG00000272702,60,35,27,16,73,3,45,18,3,15,82,99,86,36,80,95,76,95
ENSG00000135632,45,77,70,87,36,84,51,56,17,37,48,52,47,92,99,16,0,14
ENSG00000135617,26,23,1,24,99,50,18,63,66,21,72,15,24,54,55,96,93,98
ENSG00000135624,36,83,47,98,47,8,69,89,80,17,90,96,46,52,93,80,24,99
ENSG00000163013,87,7,8,97,14,10,77,71,88,34,20,3,15,50,18,8,99,37
ENSG00000116127,84,62,8,31,35,91,10,45,22,100,33,11,85,39,19,36,44,8
ENSG00000230002,26,12,46,60,78,48,64,7,5,5,12,88,73,7,15,75,84,42
ENSG00000144034,32,81,93,23,13,25,16,15,77,67,81,21,66,57,58,76,52,10
ENSG00000144048,74,89,43,4,54,97,91,46,69,14,8,69,76,78,75,18,2,71
ENSG00000187833,29,2,44,22,100,0,16,34,30,87,10,22,33,38,16,86,43,50
ENSG00000124356,84,28,17,99,80,72,69,34,4,85,65,41,33,8,9,86,23,65
ENSG00000163017,7,56,10,89,87,38,56,31,86,88,29,63,54,86,11,42,10,71
ENSG00000114956,94,91,21,33,97,99,57,37,44,69,37,97,91,15,65,92,83,83
ENSG00000237883,62,2,67,23,48,27,31,98,93,80,84,56,99,83,65,90,3,22
ENSG00000235499,44,32,40,52,20,52,81,68,33,82,14,70,24,37,92,64,78,11
ENSG00000255989,73,75,67,70,46,98,1,49,60,43,100,40,33,100,81,30,87,57
ENSG00000187605,13,44,63,36,55,39,0,52,29,24,97,78,87,16,97,44,66,47
ENSG00000257800,31,52,23,22,15,92,34,83,76,59,44,5,39,42,98,78,36,38
ENSG00000163170,98,0,48,64,74,87,5,8,42,31,41,92,95,85,60,65,84,5
ENSG00000225439,5,33,54,9,72,53,20,33,47,30,98,45,81,97,63,60,92,100
ENSG00000114978,18,98,3,33,27,59,75,64,2,0,44,99,86,60,75,47,81,36
ENSG00000065911,22,26,98,18,38,46,29,73,19,44,7,47,3,71,56,43,11,24
ENSG00000188687,16,9,98,50,20,96,45,33,58,34,61,95,90,53,7,94,34,34
ENSG00000204843,28,72,22,98,34,82,35,27,65,84,46,33,95,64,94,18,16,81
ENSG00000159239,33,98,79,60,71,49,42,37,11,24,30,67,26,91,19,19,7,14
ENSG00000233155,25,53,14,89,8,35,51,84,71,99,77,77,38,67,45,43,57,3
ENSG00000005448,12,93,69,12,82,55,10,17,69,34,25,58,95,29,45,91,58,66
ENSG00000114993,2,0,41,29,58,52,56,75,100,16,53,38,64,52,24,32,76,10
ENSG00000115274,40,42,47,26,73,6,84,27,0,64,60,19,1,77,23,72,58,57
ENSG00000239779,70,63,67,38,50,45,98,67,16,12,10,86,78,39,40,53,82,28
ENSG00000115275,16,57,47,81,80,21,39,44,2,45,72,73,95,79,8,80,60,13
ENSG00000204822,86,13,66,27,97,18,15,14,50,29,78,84,85,31,76,70,50,89
ENSG00000135637,45,47,36,78,13,10,46,42,5,0,47,75,73,17,80,44,42,41
ENSG00000115282,14,23,23,10,31,73,72,69,80,82,34,55,61,65,68,5,77,17
ENSG00000257702,64,42,17,79,5,65,28,55,67,40,47,37,33,77,14,6,83,99
ENSG00000115289,68,69,25,63,30,35,28,88,11,84,44,99,27,19,91,98,94,61
ENSG00000115297,3,30,74,47,65,13,60,38,78,46,28,32,10,14,93,89,3,61
ENSG00000144045,100,8,65,1,33,77,28,91,22,57,75,63,82,100,39,71,18,76
ENSG00000115307,55,95,87,40,73,74,89,81,15,52,30,45,92,72,57,34,5,48
ENSG00000115317,2,40,15,51,100,84,19,94,38,80,72,45,42,35,48,70,65,83
ENSG00000115318,48,35,82,0,96,72,33,43,31,80,93,1,41,47,70,20,71,70
ENSG00000115325,69,19,49,79,4,65,99,68,56,82,57,41,46,76,53,69,6,7
ENSG00000159374,63,7,64,15,9,8,65,47,14,36,14,80,99,76,52,51,35,87
ENSG00000135622,60,32,26,30,18,16,87,32,72,53,19,51,24,56,92,83,87,27
ENSG00000272711,99,2,28,61,67,84,39,51,57,85,48,67,74,87,26,82,50,17
ENSG00000159399,1,77,36,82,41,16,97,76,92,69,93,7,78,54,77,69,48,77
ENSG00000204792,59,10,8,91,16,52,6,14,15,80,33,63,37,55,91,61,41,18
ENSG00000115350,33,0,63,38,69,91,91,36,99,47,46,71,39,35,56,38,23,7
ENSG00000115353,2,21,87,42,17,92,17,94,85,63,94,78,33,7,74,48,47,9
ENSG00000270571,38,85,31,6,36,4,61,58,6,44,37,6,95,33,5,72,97,68
ENSG00000115363,53,14,64,65,27,29,62,24,24,78,48,97,9,18,56,79,1,68
ENSG00000115364,15,65,3,66,21,51,84,32,18,50,66,76,97,70,8,80,83,19
ENSG00000226247,40,59,21,41,71,53,10,27,2,63,34,2,99,82,41,41,42,34
ENSG00000005436,55,96,68,5,11,14,58,1,1,99,6,43,44,71,53,43,53,73
ENSG00000270696,74,56,6,97,62,93,33,92,49,20,23,2,0,17,58,71,78,38
ENSG00000271452,97,59,41,71,90,56,9,95,78,16,75,77,92,76,85,74,49,13
ENSG00000200488,0,29,74,46,19,35,53,89,67,72,26,79,18,55,13,38,47,18
ENSG00000251947,55,86,60,1,56,27,98,95,76,62,50,84,37,45,24,21,76,23
ENSG00000176204,20,72,64,80,55,33,76,69,84,14,35,21,63,14,13,20,65,91
ENSG00000234653,81,89,16,83,78,75,97,9,17,20,33,87,49,93,18,56,5,52
ENSG00000237077,82,88,44,76,86,73,16,82,78,68,23,0,66,29,43,96,6,77
ENSG00000214429,38,47,66,12,7,87,12,75,75,87,25,4,39,0,9,100,71,36
ENSG00000066032,7,79,65,56,8,11,93,67,52,46,41,20,38,93,51,100,33,56
ENSG00000223427,22,84,27,11,14,76,91,86,47,18,97,71,45,27,18,18,86,12
ENSG00000162951,45,92,38,15,35,26,74,73,55,93,99,77,48,40,59,3,46,2
ENSG00000182814,82,43,77,76,75,77,94,91,62,98,59,44,23,82,22,86,38,23
ENSG00000163541,70,83,41,74,50,99,19,23,11,100,60,13,70,86,3,99,10,94
ENSG00000115423,97,6,90,64,43,65,12,89,8,6,53,67,8,1,47,69,64,50
ENSG00000235847,27,78,52,46,34,5,26,91,41,6,4,89,22,100,45,39,89,72
ENSG00000186854,1,75,64,20,2,97,53,44,68,45,87,96,13,14,83,60,69,67
ENSG00000034510,30,63,85,87,96,31,53,25,93,78,30,6,89,81,76,35,23,57
ENSG00000213399,53,53,80,92,70,39,28,48,74,36,31,62,8,45,70,28,76,43
ENSG00000176407,45,87,34,74,64,62,71,72,77,1,6,26,29,2,4,91,31,22
ENSG00000225787,54,74,8,84,9,3,55,27,72,13,87,64,8,35,55,40,37,68
ENSG00000152284,10,11,96,13,91,45,100,26,97,27,35,37,77,64,20,88,98,37
ENSG00000230299,55,93,65,76,49,51,92,98,7,29,45,57,80,85,3,71,64,15
ENSG00000246575,21,70,35,1,65,96,26,47,1,56,16,24,57,43,7,97,79,42
ENSG00000152291,18,29,23,85,98,64,98,17,66,28,87,66,27,41,78,16,22,45
ENSG00000270532,82,49,16,10,24,18,86,79,95,85,79,52,92,83,84,99,17,4
ENSG00000042445,86,59,27,96,9,21,51,43,19,66,87,76,30,37,55,1,21,27
ENSG00000115459,25,4,1,10,10,93,46,100,96,98,30,100,20,49,5,28,18,60
ENSG00000042493,75,18,96,14,57,66,75,14,77,74,8,93,15,72,45,32,5,70
ENSG00000152292,33,82,86,92,32,12,44,2,18,59,15,64,39,49,42,79,75,46
ENSG00000168906,37,52,32,8,66,41,80,22,1,76,84,59,69,68,68,71,69,27
ENSG00000115486,57,93,94,92,70,57,11,61,18,0,46,10,54,53,54,48,88,74
ENSG00000118640,63,19,9,28,71,62,65,90,59,45,13,25,69,77,70,38,86,76
ENSG00000168899,3,70,71,76,73,87,80,95,80,73,4,83,94,69,38,91,4,25
ENSG00000168894,14,65,5,20,51,67,56,67,45,19,63,65,37,53,59,87,1,7
ENSG00000168890,72,34,96,67,54,82,57,78,28,25,2,20,32,90,79,83,93,22
ENSG00000168883,1,11,98,98,64,94,8,6,45,2,88,21,33,35,77,33,99,48
ENSG00000168887,44,41,85,46,90,22,32,51,93,86,76,15,65,35,80,54,97,8
ENSG00000168874,75,43,55,92,44,92,95,76,6,22,62,81,43,91,46,43,31,80
ENSG00000115525,65,68,30,100,100,24,0,15,0,79,72,70,3,32,45,67,10,57
ENSG00000068654,87,37,61,28,57,67,54,79,22,5,55,9,93,92,21,11,68,6
ENSG00000132300,58,21,0,20,74,78,49,53,26,87,64,78,75,34,19,99,43,85
ENSG00000208772,49,46,96,21,35,82,8,48,41,24,66,4,92,68,44,93,41,16
ENSG00000132305,82,89,48,80,36,21,10,95,81,77,27,82,86,17,36,35,29,4
ENSG00000273080,88,35,58,40,18,45,68,97,69,71,64,13,55,32,83,76,10,81
ENSG00000132313,44,94,19,98,67,63,33,44,89,29,12,44,39,35,93,13,42,100
ENSG00000068615,64,53,42,60,42,51,38,73,76,71,0,13,25,33,3,85,8,96
ENSG00000115548,15,100,8,24,47,50,89,7,72,66,8,81,96,34,20,66,86,99
ENSG00000115561,7,69,1,70,4,53,96,35,81,57,46,52,19,78,71,52,29,70
ENSG00000228363,33,96,11,73,35,48,11,98,73,80,17,66,84,31,33,57,30,71
ENSG00000239305,16,44,10,2,82,77,26,48,33,44,35,84,13,22,1,74,18,84
ENSG00000153561,97,100,5,83,31,55,2,15,37,53,19,92,6,93,48,76,98,59
ENSG00000153563,70,59,7,19,17,90,35,42,26,69,64,32,51,4,83,49,10,20
ENSG00000172116,15,91,3,45,71,79,100,41,21,0,12,83,35,8,32,67,65,7
ENSG00000233673,49,62,36,62,78,26,34,68,37,30,60,80,45,86,39,24,24,91
ENSG00000187627,5,93,10,33,70,41,16,51,95,99,99,10,65,30,6,72,2,62
ENSG00000231351,42,10,8,68,75,65,11,46,98,35,25,62,73,20,49,65,37,73
ENSG00000183281,30,63,37,25,99,13,15,9,92,97,38,96,22,97,72,36,98,19
ENSG00000231259,63,70,70,4,28,24,74,69,76,92,50,1,47,32,41,5,22,35
ENSG00000230395,63,71,69,100,70,86,56,31,32,13,80,48,27,83,86,25,25,91
ENSG00000204745,24,54,13,100,38,80,6,50,5,48,69,37,31,82,26,16,72,85
